N-01,N-02,N-03,N-04,N-05,N-06,N-07,N-08,N-09,N-10,N-11,N-12,N-13,N-14,N-15,N-16,N-17,N-18,N-19,N-20,
0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.26,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.05,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.27,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.04,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.28,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.29,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.03,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.29,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.29,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.30,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.02,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.30,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.31,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.01,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.20,0.00,
0.31,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.31,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.32,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.32,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.33,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.33,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.34,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.34,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.34,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.35,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.35,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.36,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.36,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.36,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.37,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.37,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.37,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.38,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.38,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.39,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.39,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.39,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.40,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.40,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.40,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.41,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.41,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.41,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.41,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.42,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.42,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.42,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.43,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.43,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.43,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.44,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.44,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.44,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.44,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.45,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.45,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.45,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.45,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.46,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.46,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.46,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.46,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.47,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.47,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.47,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.47,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.48,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.48,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.48,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.48,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.48,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.49,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.49,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.49,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.49,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.50,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.51,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.52,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.53,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.53,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
0.53,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.19,0.00,
