N-01,N-02,N-03,N-04,N-05,N-06,N-07,N-08,N-09,N-10,N-11,N-12,N-13,N-14,N-15,N-16,N-17,N-18,N-19,N-20,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.31,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.24,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.30,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.23,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.29,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.22,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.28,0.00,0.17,0.00,0.17,0.00,0.18,0.00,0.21,0.00,
