Neuron_1,Neuron_2,Neuron_3,
0.43,0.00,0.18,
0.43,0.00,0.17,
0.43,0.00,0.17,
0.43,0.00,0.16,
0.44,0.00,0.15,
0.44,0.00,0.15,
0.44,0.00,0.14,
0.44,0.00,0.14,
0.45,0.00,0.13,
0.45,0.00,0.13,
0.45,0.00,0.12,
0.45,0.00,0.11,
0.45,0.00,0.11,
0.46,0.00,0.10,
0.46,0.00,0.10,
0.46,0.00,0.09,
0.46,0.00,0.09,
0.46,0.00,0.08,
0.47,0.00,0.07,
0.47,0.00,0.07,
0.47,0.00,0.06,
0.47,0.00,0.06,
0.47,0.00,0.05,
0.48,0.00,0.05,
0.48,0.00,0.04,
0.48,0.00,0.04,
0.48,0.00,0.03,
0.48,0.00,0.02,
0.49,0.01,0.02,
0.49,0.02,0.01,
0.49,0.02,0.01,
0.49,0.03,0.00,
0.49,0.03,0.00,
0.49,0.04,0.00,
0.49,0.05,0.00,
0.49,0.05,0.00,
0.49,0.06,0.00,
0.49,0.06,0.00,
0.49,0.07,0.00,
0.49,0.08,0.00,
0.49,0.08,0.00,
0.49,0.09,0.00,
0.49,0.09,0.00,
0.49,0.10,0.00,
0.49,0.11,0.00,
0.49,0.11,0.00,
0.49,0.12,0.00,
0.49,0.12,0.00,
0.49,0.13,0.00,
0.49,0.13,0.00,
0.48,0.14,0.00,
0.48,0.14,0.00,
0.48,0.15,0.00,
0.48,0.15,0.00,
0.48,0.16,0.00,
0.48,0.16,0.00,
0.47,0.17,0.00,
0.47,0.17,0.00,
0.47,0.18,0.00,
0.47,0.18,0.00,
0.46,0.19,0.00,
0.46,0.19,0.00,
0.46,0.20,0.00,
0.46,0.20,0.00,
0.45,0.21,0.00,
0.45,0.21,0.00,
0.45,0.22,0.00,
0.44,0.22,0.00,
0.44,0.23,0.00,
0.44,0.23,0.00,
0.43,0.24,0.00,
0.43,0.24,0.00,
0.43,0.24,0.00,
0.42,0.25,0.00,
0.42,0.25,0.00,
0.41,0.26,0.00,
0.41,0.26,0.00,
0.41,0.27,0.00,
0.40,0.27,0.00,
0.40,0.27,0.00,
0.39,0.28,0.00,
0.39,0.28,0.00,
0.39,0.29,0.00,
0.38,0.29,0.00,
0.38,0.29,0.00,
0.37,0.30,0.00,
0.37,0.30,0.00,
0.36,0.30,0.00,
0.36,0.31,0.00,
0.35,0.31,0.00,
0.35,0.32,0.00,
0.34,0.32,0.00,
0.34,0.32,0.00,
0.33,0.33,0.00,
0.33,0.33,0.00,
0.33,0.33,0.00,
0.32,0.34,0.00,
0.32,0.34,0.00,
0.31,0.34,0.00,
0.31,0.35,0.00,
0.30,0.35,0.00,
0.29,0.35,0.00,
0.29,0.36,0.00,
0.28,0.36,0.00,
0.28,0.36,0.00,
0.27,0.36,0.00,
0.27,0.37,0.00,
0.26,0.37,0.00,
0.26,0.37,0.00,
0.25,0.38,0.00,
0.25,0.38,0.00,
0.24,0.38,0.00,
0.24,0.39,0.00,
0.23,0.39,0.00,
0.23,0.39,0.00,
0.22,0.39,0.00,
0.22,0.40,0.00,
0.21,0.40,0.00,
0.20,0.40,0.00,
0.20,0.40,0.00,
0.19,0.41,0.00,
0.19,0.41,0.00,
0.18,0.41,0.00,
0.18,0.41,0.00,
0.17,0.42,0.00,
0.17,0.42,0.00,
0.16,0.42,0.00,
0.15,0.42,0.00,
0.15,0.43,0.00,
0.14,0.43,0.00,
0.14,0.43,0.00,
0.13,0.43,0.00,
0.13,0.44,0.00,
0.12,0.44,0.00,
0.12,0.44,0.00,
0.11,0.44,0.00,
0.11,0.44,0.00,
0.10,0.45,0.00,
0.09,0.45,0.00,
0.09,0.45,0.00,
0.08,0.45,0.00,
0.08,0.45,0.00,
0.07,0.46,0.00,
0.07,0.46,0.00,
0.06,0.46,0.00,
0.06,0.46,0.00,
0.05,0.46,0.00,
0.04,0.47,0.00,
0.04,0.47,0.00,
0.03,0.47,0.00,
0.03,0.47,0.00,
0.02,0.47,0.00,
0.02,0.47,0.00,
0.01,0.48,0.01,
0.01,0.48,0.01,
0.00,0.48,0.02,
0.00,0.48,0.02,
0.00,0.48,0.03,
0.00,0.48,0.04,
0.00,0.48,0.04,
0.00,0.48,0.05,
0.00,0.48,0.05,
0.00,0.49,0.06,
0.00,0.49,0.07,
0.00,0.49,0.07,
0.00,0.49,0.08,
0.00,0.48,0.08,
0.00,0.48,0.09,
0.00,0.48,0.09,
0.00,0.48,0.10,
0.00,0.48,0.11,
0.00,0.48,0.11,
0.00,0.48,0.12,
0.00,0.48,0.12,
0.00,0.48,0.13,
0.00,0.48,0.13,
0.00,0.47,0.14,
0.00,0.47,0.14,
0.00,0.47,0.15,
0.00,0.47,0.15,
0.00,0.47,0.16,
0.00,0.47,0.16,
0.00,0.46,0.17,
0.00,0.46,0.17,
0.00,0.46,0.18,
0.00,0.46,0.18,
0.00,0.45,0.19,
0.00,0.45,0.19,
0.00,0.45,0.20,
0.00,0.44,0.20,
0.00,0.44,0.21,
0.00,0.44,0.21,
0.00,0.44,0.21,
0.00,0.43,0.22,
0.00,0.43,0.22,
0.00,0.43,0.23,
0.00,0.42,0.23,
0.00,0.42,0.24,
0.00,0.42,0.24,
0.00,0.41,0.24,
0.00,0.41,0.25,
0.00,0.40,0.25,
0.00,0.40,0.26,
0.00,0.40,0.26,
0.00,0.39,0.26,
0.00,0.39,0.27,
0.00,0.38,0.27,
0.00,0.38,0.28,
0.00,0.38,0.28,
0.00,0.37,0.28,
0.00,0.37,0.29,
0.00,0.36,0.29,
0.00,0.36,0.29,
0.00,0.35,0.30,
0.00,0.35,0.30,
0.00,0.34,0.31,
0.00,0.34,0.31,
0.00,0.34,0.31,
0.00,0.33,0.32,
0.00,0.33,0.32,
0.00,0.32,0.32,
0.00,0.32,0.33,
0.00,0.31,0.33,
0.00,0.31,0.33,
0.00,0.30,0.34,
0.00,0.30,0.34,
0.00,0.29,0.34,
0.00,0.29,0.34,
0.00,0.28,0.35,
0.00,0.28,0.35,
0.00,0.27,0.35,
0.00,0.27,0.36,
0.00,0.26,0.36,
0.00,0.26,0.36,
0.00,0.25,0.37,
0.00,0.25,0.37,
0.00,0.24,0.37,
0.00,0.24,0.37,
0.00,0.23,0.38,
0.00,0.23,0.38,
0.00,0.22,0.38,
0.00,0.21,0.38,
0.00,0.21,0.39,
0.00,0.20,0.39,
0.00,0.20,0.39,
0.00,0.19,0.39,
0.00,0.19,0.40,
0.00,0.18,0.40,
0.00,0.18,0.40,
0.00,0.17,0.40,
0.00,0.17,0.41,
0.00,0.16,0.41,
0.00,0.16,0.41,
0.00,0.15,0.41,
0.00,0.14,0.42,
0.00,0.14,0.42,
0.00,0.13,0.42,
0.00,0.13,0.42,
0.00,0.12,0.43,
0.00,0.12,0.43,
0.00,0.11,0.43,
0.00,0.11,0.43,
0.00,0.10,0.43,
0.00,0.10,0.44,
0.00,0.09,0.44,
0.00,0.09,0.44,
0.00,0.08,0.44,
0.00,0.07,0.44,
0.00,0.07,0.45,
0.00,0.06,0.45,
0.00,0.06,0.45,
0.00,0.05,0.45,
0.00,0.05,0.45,
0.00,0.04,0.46,
0.00,0.04,0.46,
0.00,0.03,0.46,
0.00,0.03,0.46,
0.00,0.02,0.46,
0.00,0.02,0.46,
0.00,0.01,0.47,
0.01,0.01,0.47,
0.02,0.00,0.47,
0.02,0.00,0.47,
0.03,0.00,0.47,
0.03,0.00,0.47,
0.04,0.00,0.47,
0.05,0.00,0.47,
0.05,0.00,0.47,
0.06,0.00,0.47,
0.06,0.00,0.47,
0.07,0.00,0.47,
0.08,0.00,0.47,
0.08,0.00,0.47,
0.09,0.00,0.47,
0.09,0.00,0.47,
0.10,0.00,0.47,
0.10,0.00,0.47,
0.11,0.00,0.47,
0.11,0.00,0.47,
0.12,0.00,0.47,
0.12,0.00,0.47,
0.13,0.00,0.47,
0.13,0.00,0.46,
0.14,0.00,0.46,
0.14,0.00,0.46,
0.15,0.00,0.46,
0.15,0.00,0.46,
0.16,0.00,0.45,
0.16,0.00,0.45,
0.17,0.00,0.45,
0.17,0.00,0.45,
0.18,0.00,0.45,
0.18,0.00,0.44,
0.19,0.00,0.44,
0.19,0.00,0.44,
0.20,0.00,0.43,
0.20,0.00,0.43,
0.21,0.00,0.43,
0.21,0.00,0.43,
0.21,0.00,0.42,
0.22,0.00,0.42,
0.22,0.00,0.42,
0.23,0.00,0.41,
0.23,0.00,0.41,
0.24,0.00,0.41,
0.24,0.00,0.40,
0.24,0.00,0.40,
0.25,0.00,0.39,
0.25,0.00,0.39,
0.26,0.00,0.39,
0.26,0.00,0.38,
0.26,0.00,0.38,
0.27,0.00,0.38,
0.27,0.00,0.37,
0.27,0.00,0.37,
0.28,0.00,0.36,
0.28,0.00,0.36,
0.29,0.00,0.35,
0.29,0.00,0.35,
0.29,0.00,0.35,
0.30,0.00,0.34,
0.30,0.00,0.34,
0.30,0.00,0.33,
0.31,0.00,0.33,
0.31,0.00,0.32,
0.31,0.00,0.32,
0.32,0.00,0.31,
0.32,0.00,0.31,
0.32,0.00,0.30,
0.33,0.00,0.30,
0.33,0.00,0.29,
0.33,0.00,0.29,
0.34,0.00,0.28,
0.34,0.00,0.28,
0.34,0.00,0.27,
0.34,0.00,0.27,
0.35,0.00,0.26,
0.35,0.00,0.26,
0.35,0.00,0.25,
0.36,0.00,0.25,
0.36,0.00,0.24,
0.36,0.00,0.24,
0.36,0.00,0.23,
0.37,0.00,0.23,
0.37,0.00,0.22,
0.37,0.00,0.22,
0.38,0.00,0.21,
0.38,0.00,0.21,
0.38,0.00,0.20,
0.38,0.00,0.20,
0.39,0.00,0.19,
0.39,0.00,0.19,
0.39,0.00,0.18,
0.39,0.00,0.18,
0.40,0.00,0.17,
0.40,0.00,0.17,
0.40,0.00,0.16,
0.40,0.00,0.16,
0.40,0.00,0.15,
0.41,0.00,0.15,
0.41,0.00,0.14,
0.41,0.00,0.13,
0.41,0.00,0.13,
0.42,0.00,0.12,
0.42,0.00,0.12,
0.42,0.00,0.11,
0.42,0.00,0.11,
0.42,0.00,0.10,
0.43,0.00,0.10,
0.43,0.00,0.09,
0.43,0.00,0.09,
0.43,0.00,0.08,
0.43,0.00,0.08,
0.44,0.00,0.07,
0.44,0.00,0.07,
0.44,0.00,0.06,
0.44,0.00,0.06,
0.44,0.00,0.05,
0.45,0.00,0.04,
0.45,0.00,0.04,
0.45,0.00,0.03,
0.45,0.00,0.03,
0.45,0.00,0.02,
0.45,0.00,0.02,
0.46,0.00,0.01,
0.46,0.01,0.01,
0.46,0.01,0.00,
0.46,0.02,0.00,
0.46,0.02,0.00,
0.46,0.03,0.00,
0.46,0.04,0.00,
0.46,0.04,0.00,
0.46,0.05,0.00,
0.47,0.05,0.00,
0.47,0.06,0.00,
0.47,0.06,0.00,
0.47,0.07,0.00,
0.47,0.08,0.00,
0.47,0.08,0.00,
0.46,0.09,0.00,
0.46,0.09,0.00,
0.46,0.10,0.00,
0.46,0.10,0.00,
0.46,0.11,0.00,
0.46,0.11,0.00,
0.46,0.12,0.00,
0.46,0.12,0.00,
0.46,0.13,0.00,
0.46,0.13,0.00,
0.45,0.14,0.00,
0.45,0.14,0.00,
0.45,0.15,0.00,
0.45,0.15,0.00,
0.45,0.16,0.00,
0.44,0.16,0.00,
0.44,0.17,0.00,
0.44,0.17,0.00,
0.44,0.18,0.00,
0.43,0.18,0.00,
0.43,0.19,0.00,
0.43,0.19,0.00,
0.43,0.19,0.00,
0.42,0.20,0.00,
0.42,0.20,0.00,
0.42,0.21,0.00,
0.41,0.21,0.00,
0.41,0.22,0.00,
0.41,0.22,0.00,
0.40,0.22,0.00,
0.40,0.23,0.00,
0.40,0.23,0.00,
0.39,0.24,0.00,
0.39,0.24,0.00,
0.39,0.24,0.00,
0.38,0.25,0.00,
0.38,0.25,0.00,
0.38,0.26,0.00,
0.37,0.26,0.00,
0.37,0.26,0.00,
0.36,0.27,0.00,
0.36,0.27,0.00,
0.36,0.27,0.00,
0.35,0.28,0.00,
0.35,0.28,0.00,
0.34,0.28,0.00,
0.34,0.29,0.00,
0.33,0.29,0.00,
0.33,0.29,0.00,
0.33,0.30,0.00,
0.32,0.30,0.00,
0.32,0.30,0.00,
0.31,0.31,0.00,
0.31,0.31,0.00,
0.30,0.31,0.00,
0.30,0.32,0.00,
0.29,0.32,0.00,
0.29,0.32,0.00,
0.28,0.33,0.00,
0.28,0.33,0.00,
0.27,0.33,0.00,
0.27,0.34,0.00,
0.26,0.34,0.00,
0.26,0.34,0.00,
0.26,0.34,0.00,
0.25,0.35,0.00,
0.25,0.35,0.00,
0.24,0.35,0.00,
0.24,0.36,0.00,
0.23,0.36,0.00,
0.23,0.36,0.00,
0.22,0.36,0.00,
0.22,0.37,0.00,
0.21,0.37,0.00,
0.20,0.37,0.00,
0.20,0.37,0.00,
0.19,0.38,0.00,
0.19,0.38,0.00,
0.18,0.38,0.00,
0.18,0.38,0.00,
0.17,0.39,0.00,
0.17,0.39,0.00,
0.16,0.39,0.00,
0.16,0.39,0.00,
0.15,0.40,0.00,
0.15,0.40,0.00,
0.14,0.40,0.00,
0.14,0.40,0.00,
0.13,0.40,0.00,
0.13,0.41,0.00,
0.12,0.41,0.00,
0.12,0.41,0.00,
0.11,0.41,0.00,
0.11,0.42,0.00,
0.10,0.42,0.00,
0.10,0.42,0.00,
0.09,0.42,0.00,
0.09,0.42,0.00,
0.08,0.42,0.00,
0.08,0.43,0.00,
0.07,0.43,0.00,
0.06,0.43,0.00,
0.06,0.43,0.00,
0.05,0.43,0.00,
0.05,0.44,0.00,
0.04,0.44,0.00,
0.04,0.44,0.00,
0.03,0.44,0.00,
0.03,0.44,0.00,
0.02,0.44,0.00,
0.02,0.45,0.00,
0.01,0.45,0.00,
0.01,0.45,0.01,
0.00,0.45,0.01,
0.00,0.45,0.02,
0.00,0.45,0.02,
0.00,0.45,0.03,
0.00,0.46,0.03,
0.00,0.46,0.04,
0.00,0.46,0.05,
0.00,0.46,0.05,
0.00,0.46,0.06,
0.00,0.46,0.06,
0.00,0.46,0.07,
0.00,0.46,0.07,
0.00,0.46,0.08,
0.00,0.46,0.08,
0.00,0.46,0.09,
0.00,0.46,0.10,
0.00,0.45,0.10,
0.00,0.45,0.11,
0.00,0.45,0.11,
0.00,0.45,0.12,
0.00,0.45,0.12,
0.00,0.45,0.13,
0.00,0.45,0.13,
0.00,0.45,0.14,
0.00,0.44,0.14,
0.00,0.44,0.15,
0.00,0.44,0.15,
0.00,0.44,0.15,
0.00,0.44,0.16,
0.00,0.43,0.16,
0.00,0.43,0.17,
0.00,0.43,0.17,
0.00,0.43,0.18,
0.00,0.42,0.18,
0.00,0.42,0.19,
0.00,0.42,0.19,
0.00,0.42,0.19,
0.00,0.41,0.20,
0.00,0.41,0.20,
0.00,0.41,0.21,
0.00,0.40,0.21,
0.00,0.40,0.22,
0.00,0.40,0.22,
0.00,0.40,0.22,
0.00,0.39,0.23,
0.00,0.39,0.23,
0.00,0.38,0.24,
0.00,0.38,0.24,
0.00,0.38,0.24,
0.00,0.37,0.25,
0.00,0.37,0.25,
0.00,0.37,0.25,
0.00,0.36,0.26,
0.00,0.36,0.26,
0.00,0.35,0.27,
0.00,0.35,0.27,
0.00,0.35,0.27,
0.00,0.34,0.28,
0.00,0.34,0.28,
0.00,0.33,0.28,
0.00,0.33,0.29,
0.00,0.33,0.29,
0.00,0.32,0.29,
0.00,0.32,0.30,
0.00,0.31,0.30,
0.00,0.31,0.30,
0.00,0.30,0.31,
0.00,0.30,0.31,
0.00,0.29,0.31,
0.00,0.29,0.31,
0.00,0.28,0.32,
0.00,0.28,0.32,
0.00,0.28,0.32,
0.00,0.27,0.33,
0.00,0.27,0.33,
0.00,0.26,0.33,
0.00,0.26,0.34,
0.00,0.25,0.34,
0.00,0.25,0.34,
0.00,0.24,0.34,
0.00,0.24,0.35,
0.00,0.23,0.35,
0.00,0.23,0.35,
0.00,0.22,0.35,
0.00,0.22,0.36,
0.00,0.21,0.36,
0.00,0.21,0.36,
0.00,0.20,0.37,
0.00,0.20,0.37,
0.00,0.19,0.37,
0.00,0.19,0.37,
0.00,0.18,0.37,
0.00,0.18,0.38,
0.00,0.17,0.38,
0.00,0.17,0.38,
0.00,0.16,0.38,
0.00,0.16,0.39,
0.00,0.15,0.39,
0.00,0.15,0.39,
0.00,0.14,0.39,
0.00,0.14,0.40,
0.00,0.13,0.40,
0.00,0.13,0.40,
0.00,0.12,0.40,
0.00,0.12,0.40,
0.00,0.11,0.41,
0.00,0.11,0.41,
0.00,0.10,0.41,
0.00,0.10,0.41,
0.00,0.09,0.41,
0.00,0.08,0.42,
0.00,0.08,0.42,
0.00,0.07,0.42,
0.00,0.07,0.42,
0.00,0.06,0.42,
0.00,0.06,0.43,
0.00,0.05,0.43,
0.00,0.05,0.43,
0.00,0.04,0.43,
0.00,0.04,0.43,
0.00,0.03,0.43,
0.00,0.03,0.44,
0.00,0.02,0.44,
0.00,0.02,0.44,
0.00,0.01,0.44,
0.01,0.01,0.44,
0.01,0.00,0.44,
0.02,0.00,0.45,
0.02,0.00,0.45,
0.03,0.00,0.45,
0.04,0.00,0.45,
0.04,0.00,0.45,
0.05,0.00,0.45,
0.05,0.00,0.45,
0.06,0.00,0.45,
0.06,0.00,0.45,
0.07,0.00,0.45,
0.07,0.00,0.45,
0.08,0.00,0.45,
0.08,0.00,0.45,
0.09,0.00,0.45,
0.10,0.00,0.45,
0.10,0.00,0.45,
0.11,0.00,0.45,
0.11,0.00,0.45,
0.12,0.00,0.44,
0.12,0.00,0.44,
0.13,0.00,0.44,
0.13,0.00,0.44,
0.14,0.00,0.44,
0.14,0.00,0.44,
0.14,0.00,0.43,
0.15,0.00,0.43,
0.15,0.00,0.43,
0.16,0.00,0.43,
0.16,0.00,0.43,
0.17,0.00,0.42,
0.17,0.00,0.42,
0.18,0.00,0.42,
0.18,0.00,0.42,
0.18,0.00,0.41,
0.19,0.00,0.41,
0.19,0.00,0.41,
0.20,0.00,0.41,
0.20,0.00,0.40,
0.21,0.00,0.40,
0.21,0.00,0.40,
0.21,0.00,0.39,
0.22,0.00,0.39,
0.22,0.00,0.39,
0.23,0.00,0.38,
0.23,0.00,0.38,
0.23,0.00,0.38,
0.24,0.00,0.37,
0.24,0.00,0.37,
0.25,0.00,0.37,
0.25,0.00,0.36,
0.25,0.00,0.36,
0.26,0.00,0.36,
0.26,0.00,0.35,
0.26,0.00,0.35,
0.27,0.00,0.34,
0.27,0.00,0.34,
0.27,0.00,0.34,
0.28,0.00,0.33,
0.28,0.00,0.33,
0.28,0.00,0.32,
0.29,0.00,0.32,
0.29,0.00,0.31,
0.29,0.00,0.31,
0.30,0.00,0.31,
0.30,0.00,0.30,
0.30,0.00,0.30,
0.31,0.00,0.29,
0.31,0.00,0.29,
0.31,0.00,0.28,
0.32,0.00,0.28,
0.32,0.00,0.27,
0.32,0.00,0.27,
0.32,0.00,0.26,
0.33,0.00,0.26,
0.33,0.00,0.26,
0.33,0.00,0.25,
0.34,0.00,0.25,
0.34,0.00,0.24,
0.34,0.00,0.24,
0.34,0.00,0.23,
0.35,0.00,0.23,
0.35,0.00,0.22,
0.35,0.00,0.22,
0.35,0.00,0.21,
0.36,0.00,0.21,
0.36,0.00,0.20,
0.36,0.00,0.20,
0.36,0.00,0.19,
0.37,0.00,0.19,
0.37,0.00,0.18,
0.37,0.00,0.18,
0.37,0.00,0.17,
0.38,0.00,0.17,
0.38,0.00,0.16,
0.38,0.00,0.16,
0.38,0.00,0.15,
0.39,0.00,0.15,
0.39,0.00,0.14,
0.39,0.00,0.14,
0.39,0.00,0.13,
0.39,0.00,0.13,
0.40,0.00,0.12,
0.40,0.00,0.12,
0.40,0.00,0.11,
0.40,0.00,0.11,
0.40,0.00,0.10,
0.41,0.00,0.10,
0.41,0.00,0.09,
0.41,0.00,0.09,
0.41,0.00,0.08,
0.41,0.00,0.08,
0.42,0.00,0.07,
0.42,0.00,0.07,
0.42,0.00,0.06,
0.42,0.00,0.06,
0.42,0.00,0.05,
0.43,0.00,0.05,
0.43,0.00,0.04,
0.43,0.00,0.04,
0.43,0.00,0.03,
0.43,0.00,0.03,
0.43,0.00,0.02,
0.44,0.00,0.02,
0.44,0.01,0.01,
0.44,0.01,0.01,
0.44,0.02,0.00,
0.44,0.02,0.00,
0.44,0.03,0.00,
0.44,0.03,0.00,
0.44,0.04,0.00,
0.44,0.05,0.00,
0.44,0.05,0.00,
0.44,0.06,0.00,
0.44,0.06,0.00,
0.44,0.07,0.00,
0.44,0.07,0.00,
0.44,0.08,0.00,
0.44,0.08,0.00,
0.44,0.09,0.00,
0.44,0.09,0.00,
0.44,0.10,0.00,
0.44,0.10,0.00,
0.44,0.11,0.00,
0.44,0.11,0.00,
0.44,0.12,0.00,
0.44,0.12,0.00,
0.44,0.13,0.00,
0.43,0.13,0.00,
0.43,0.14,0.00,
0.43,0.14,0.00,
0.43,0.15,0.00,
0.43,0.15,0.00,
0.42,0.16,0.00,
0.42,0.16,0.00,
0.42,0.16,0.00,
0.42,0.17,0.00,
0.42,0.17,0.00,
0.41,0.18,0.00,
0.41,0.18,0.00,
0.41,0.19,0.00,
0.41,0.19,0.00,
0.40,0.19,0.00,
0.40,0.20,0.00,
0.40,0.20,0.00,
0.39,0.21,0.00,
0.39,0.21,0.00,
0.39,0.21,0.00,
0.38,0.22,0.00,
0.38,0.22,0.00,
0.38,0.23,0.00,
0.37,0.23,0.00,
0.37,0.23,0.00,
0.37,0.24,0.00,
0.36,0.24,0.00,
0.36,0.24,0.00,
0.36,0.25,0.00,
0.35,0.25,0.00,
0.35,0.26,0.00,
0.35,0.26,0.00,
0.34,0.26,0.00,
0.34,0.27,0.00,
0.33,0.27,0.00,
0.33,0.27,0.00,
0.32,0.28,0.00,
0.32,0.28,0.00,
0.32,0.28,0.00,
0.31,0.29,0.00,
0.31,0.29,0.00,
0.30,0.29,0.00,
0.30,0.30,0.00,
0.30,0.30,0.00,
0.29,0.30,0.00,
0.29,0.30,0.00,
0.28,0.31,0.00,
0.28,0.31,0.00,
0.27,0.31,0.00,
0.27,0.32,0.00,
0.26,0.32,0.00,
0.26,0.32,0.00,
0.25,0.33,0.00,
0.25,0.33,0.00,
0.24,0.33,0.00,
0.24,0.33,0.00,
0.24,0.34,0.00,
0.23,0.34,0.00,
0.23,0.34,0.00,
0.22,0.34,0.00,
0.22,0.35,0.00,
0.21,0.35,0.00,
0.21,0.35,0.00,
0.20,0.35,0.00,
0.20,0.36,0.00,
0.19,0.36,0.00,
0.19,0.36,0.00,
0.18,0.36,0.00,
0.18,0.37,0.00,
0.17,0.37,0.00,
0.17,0.37,0.00,
0.16,0.37,0.00,
0.16,0.38,0.00,
0.15,0.38,0.00,
0.15,0.38,0.00,
0.14,0.38,0.00,
0.14,0.38,0.00,
0.13,0.39,0.00,
0.13,0.39,0.00,
0.12,0.39,0.00,
0.12,0.39,0.00,
0.11,0.40,0.00,
0.11,0.40,0.00,
0.10,0.40,0.00,
0.10,0.40,0.00,
0.09,0.40,0.00,
0.09,0.40,0.00,
0.08,0.41,0.00,
0.08,0.41,0.00,
0.07,0.41,0.00,
0.07,0.41,0.00,
0.06,0.41,0.00,
0.06,0.42,0.00,
0.05,0.42,0.00,
0.05,0.42,0.00,
0.04,0.42,0.00,
0.04,0.42,0.00,
0.03,0.42,0.00,
0.03,0.43,0.00,
0.02,0.43,0.00,
0.02,0.43,0.00,
0.01,0.43,0.00,
0.01,0.43,0.01,
0.00,0.43,0.01,
0.00,0.44,0.02,
0.00,0.44,0.03,
0.00,0.44,0.03,
0.00,0.44,0.04,
0.00,0.44,0.04,
0.00,0.44,0.05,
0.00,0.44,0.05,
0.00,0.44,0.06,
0.00,0.44,0.06,
0.00,0.44,0.07,
0.00,0.44,0.07,
0.00,0.44,0.08,
0.00,0.44,0.08,
0.00,0.44,0.09,
0.00,0.44,0.09,
0.00,0.44,0.10,
0.00,0.44,0.10,
0.00,0.43,0.11,
0.00,0.43,0.11,
0.00,0.43,0.12,
0.00,0.43,0.12,
0.00,0.43,0.13,
0.00,0.43,0.13,
0.00,0.43,0.14,
0.00,0.42,0.14,
0.00,0.42,0.15,
0.00,0.42,0.15,
0.00,0.42,0.16,
0.00,0.42,0.16,
0.00,0.41,0.17,
0.00,0.41,0.17,
0.00,0.41,0.17,
0.00,0.41,0.18,
0.00,0.40,0.18,
0.00,0.40,0.19,
0.00,0.40,0.19,
0.00,0.40,0.19,
0.00,0.39,0.20,
0.00,0.39,0.20,
0.00,0.39,0.21,
0.00,0.38,0.21,
0.00,0.38,0.21,
0.00,0.38,0.22,
0.00,0.38,0.22,
0.00,0.37,0.23,
0.00,0.37,0.23,
0.00,0.36,0.23,
0.00,0.36,0.24,
0.00,0.36,0.24,
0.00,0.35,0.24,
0.00,0.35,0.25,
0.00,0.35,0.25,
0.00,0.34,0.25,
0.00,0.34,0.26,
0.00,0.34,0.26,
0.00,0.33,0.27,
0.00,0.33,0.27,
0.00,0.32,0.27,
0.00,0.32,0.28,
0.00,0.31,0.28,
0.00,0.31,0.28,
0.00,0.31,0.28,
0.00,0.30,0.29,
0.00,0.30,0.29,
0.00,0.29,0.29,
0.00,0.29,0.30,
0.00,0.28,0.30,
0.00,0.28,0.30,
0.00,0.28,0.31,
0.00,0.27,0.31,
0.00,0.27,0.31,
0.00,0.26,0.32,
0.00,0.26,0.32,
0.00,0.25,0.32,
0.00,0.25,0.32,
0.00,0.24,0.33,
0.00,0.24,0.33,
0.00,0.23,0.33,
0.00,0.23,0.33,
0.00,0.23,0.34,
0.00,0.22,0.34,
0.00,0.22,0.34,
0.00,0.21,0.34,
0.00,0.21,0.35,
0.00,0.20,0.35,
0.00,0.20,0.35,
0.00,0.19,0.35,
0.00,0.19,0.36,
0.00,0.18,0.36,
0.00,0.18,0.36,
0.00,0.17,0.36,
0.00,0.17,0.37,
0.00,0.16,0.37,
0.00,0.16,0.37,
0.00,0.15,0.37,
0.00,0.15,0.38,
0.00,0.14,0.38,
0.00,0.14,0.38,
0.00,0.13,0.38,
0.00,0.13,0.38,
0.00,0.12,0.39,
0.00,0.12,0.39,
0.00,0.11,0.39,
0.00,0.11,0.39,
0.00,0.10,0.39,
0.00,0.10,0.40,
0.00,0.09,0.40,
0.00,0.09,0.40,
0.00,0.08,0.40,
0.00,0.08,0.40,
0.00,0.07,0.41,
0.00,0.07,0.41,
0.00,0.06,0.41,
0.00,0.06,0.41,
0.00,0.05,0.41,
0.00,0.05,0.41,
0.00,0.04,0.42,
0.00,0.04,0.42,
0.00,0.03,0.42,
0.00,0.03,0.42,
0.00,0.02,0.42,
0.00,0.02,0.43,
0.00,0.02,0.43,
0.01,0.01,0.43,
0.01,0.01,0.43,
0.02,0.00,0.43,
0.03,0.00,0.43,
0.03,0.00,0.43,
0.04,0.00,0.43,
0.04,0.00,0.43,
0.05,0.00,0.43,
0.05,0.00,0.44,
0.06,0.00,0.44,
0.06,0.00,0.44,
0.07,0.00,0.44,
0.07,0.00,0.44,
0.08,0.00,0.43,
0.08,0.00,0.43,
0.09,0.00,0.43,
0.09,0.00,0.43,
0.10,0.00,0.43,
0.10,0.00,0.43,
0.11,0.00,0.43,
0.11,0.00,0.43,
0.12,0.00,0.43,
0.12,0.00,0.43,
0.13,0.00,0.43,
0.13,0.00,0.42,
0.14,0.00,0.42,
0.14,0.00,0.42,
0.15,0.00,0.42,
0.15,0.00,0.42,
0.16,0.00,0.41,
0.16,0.00,0.41,
0.16,0.00,0.41,
0.17,0.00,0.41,
0.17,0.00,0.41,
0.18,0.00,0.40,
0.18,0.00,0.40,
0.19,0.00,0.40,
0.19,0.00,0.40,
0.19,0.00,0.39,
0.20,0.00,0.39,
0.20,0.00,0.39,
0.21,0.00,0.38,
