timestamp,id01,m01_gp,m01_pp,id02,m02_gp,m02_pp,id03,m03_gp,m03_pp,id04,m04_gp,m04_pp,id05,m05_gp,m05_pp,id06,m06_gp,m06_pp,id07,m07_gp,m07_pp,
2903,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,480,
2955,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,480,
3009,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,481,
3064,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,480,
3122,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,481,
3180,1,511,530,2,511,496,3,511,518,4,511,508,5,511,480,6,511,544,7,511,481,
3241,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,481,
3302,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3364,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3428,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3492,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3557,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3623,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3689,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,480,
3756,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3823,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3891,1,511,530,2,511,497,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
3959,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4027,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4095,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4163,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4231,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4300,1,511,530,2,511,496,3,511,517,4,510,508,5,510,480,6,510,544,7,510,480,
4369,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4438,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4507,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4576,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,481,
4645,1,511,530,2,511,496,3,511,518,4,510,508,5,510,480,6,510,544,7,510,480,
4714,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,481,
4783,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,480,
4852,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,481,
4921,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,481,
4990,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,481,
5059,1,511,530,2,511,496,3,511,518,4,511,508,5,510,480,6,510,544,7,510,480,
5134,1,511,518,2,511,509,3,511,510,4,511,508,5,510,509,6,510,507,7,510,511,
5209,1,511,507,2,511,511,3,511,509,4,511,510,5,510,512,6,510,504,7,510,513,
5284,1,511,509,2,511,511,3,511,510,4,511,510,5,510,509,6,510,511,7,510,509,
5359,1,511,509,2,511,511,3,511,509,4,511,510,5,510,509,6,510,510,7,510,510,
5434,1,511,509,2,511,511,3,511,510,4,511,510,5,510,509,6,510,510,7,510,510,
5509,1,511,509,2,511,511,3,511,509,4,511,510,5,510,509,6,510,510,7,510,511,
5584,1,511,509,2,511,511,3,511,509,4,511,510,5,510,509,6,510,510,7,510,510,
