timestamp,id01,m01_gp,m01_pp,id02,m02_gp,m02_pp,id03,m03_gp,m03_pp,id04,m04_gp,m04_pp,id05,m05_gp,m05_pp,id06,m06_gp,m06_pp,id07,m07_gp,m07_pp,
2903,1,569,522,2,569,522,3,569,510,4,569,502,5,569,494,6,569,549,7,569,477,
2955,1,556,522,2,570,522,3,570,510,4,570,502,5,570,494,6,570,549,7,570,477,
3011,1,543,522,2,570,522,3,570,510,4,570,502,5,570,494,6,570,549,7,570,477,
3067,1,531,522,2,567,522,3,570,510,4,570,502,5,570,494,6,570,549,7,570,477,
3126,1,520,522,2,562,523,3,570,510,4,569,502,5,568,494,6,568,549,7,568,477,
3184,1,508,522,2,556,523,3,570,510,4,568,502,5,566,494,6,566,549,7,566,477,
3245,1,497,522,2,548,523,3,570,510,4,567,502,5,564,494,6,563,549,7,563,477,
3307,1,486,522,2,538,523,3,568,510,4,568,502,5,562,494,6,560,549,7,560,477,
3369,1,476,522,2,527,523,3,565,510,4,569,502,5,560,494,6,556,549,7,555,477,
3433,1,467,522,2,516,523,3,560,510,4,570,502,5,560,494,6,553,549,7,551,477,
3498,1,460,522,2,504,523,3,553,510,4,570,502,5,561,494,6,550,549,7,546,477,
3563,1,455,522,2,493,523,3,544,510,4,570,502,5,563,494,6,549,549,7,542,477,
3629,1,452,522,2,482,523,3,534,510,4,567,502,5,566,494,6,549,549,7,538,477,
3695,1,451,522,2,473,523,3,523,511,4,563,502,5,568,495,6,551,549,7,535,477,
3762,1,452,522,2,465,523,3,512,510,4,557,502,5,570,494,6,554,549,7,534,477,
3830,1,455,522,2,458,523,3,500,510,4,550,502,5,570,494,6,558,549,7,535,477,
3898,1,460,522,2,453,523,3,489,510,4,541,502,5,569,494,6,562,549,7,537,477,
3966,1,468,522,2,451,523,3,479,510,4,531,502,5,566,494,6,565,549,7,541,477,
4034,1,476,522,2,451,523,3,470,510,4,519,502,5,562,494,6,568,549,7,545,477,
4102,1,486,522,2,453,523,3,462,510,4,508,502,5,555,495,6,570,549,7,550,477,
4171,1,497,522,2,457,523,3,456,510,4,497,502,5,547,494,6,570,549,7,556,477,
4240,1,509,522,2,463,523,3,452,510,4,486,502,5,538,494,6,569,549,7,561,477,
4309,1,520,522,2,470,523,3,451,510,4,476,502,5,527,495,6,565,549,7,566,477,
4378,1,531,522,2,480,523,3,451,510,4,467,502,5,516,494,6,560,549,7,569,477,
4447,1,542,522,2,490,523,3,454,510,4,460,502,5,504,495,6,553,549,7,570,477,
4516,1,551,522,2,501,523,3,458,510,4,455,502,5,493,494,6,544,549,7,570,477,
4585,1,559,522,2,513,523,3,465,510,4,452,502,5,483,494,6,534,549,7,568,477,
4654,1,565,522,2,524,523,3,473,510,4,451,502,5,473,494,6,523,549,7,564,477,
4723,1,569,522,2,535,523,3,483,510,4,452,502,5,465,495,6,512,549,7,558,477,
4792,1,570,522,2,545,523,3,494,510,4,455,502,5,458,494,6,501,549,7,550,477,
4861,1,570,522,2,554,523,3,505,510,4,460,502,5,454,494,6,490,549,7,541,477,
4930,1,567,522,2,561,523,3,516,510,4,467,502,5,451,495,6,479,549,7,531,477,
4999,1,563,522,2,566,523,3,528,510,4,476,502,5,451,494,6,470,549,7,520,477,
5068,1,556,522,2,569,523,3,538,510,4,486,502,5,452,494,6,462,549,7,508,477,
5143,1,548,526,2,570,561,3,548,537,4,497,486,5,456,458,6,456,504,7,497,511,
5218,1,538,543,2,569,572,3,556,548,4,509,494,5,462,445,6,452,436,7,486,498,
5293,1,528,537,2,566,566,3,563,554,4,520,509,5,470,462,6,451,452,7,476,482,
5368,1,516,526,2,561,565,3,567,562,4,531,520,5,479,468,6,451,451,7,467,477,
5443,1,505,514,2,554,559,3,570,565,4,542,530,5,490,477,6,454,448,7,460,466,
5518,1,493,502,2,545,550,3,570,567,4,551,541,5,501,490,6,458,453,7,455,460,
5593,1,483,492,2,535,545,3,569,569,4,559,551,5,512,500,6,465,457,7,452,457,
5668,1,473,481,2,524,533,3,565,568,4,565,558,5,524,511,6,473,464,7,451,453,
5743,1,465,473,2,512,523,3,559,565,4,569,564,5,535,523,6,483,473,7,452,452,
5818,1,458,465,2,501,512,3,551,559,4,570,570,5,545,536,6,493,481,7,455,452,
5893,1,454,457,2,490,500,3,542,547,4,570,570,5,554,544,6,505,493,7,460,453,
5968,1,451,454,2,479,489,3,531,540,4,567,569,5,561,553,6,516,505,7,467,460,
6043,1,451,452,2,470,479,3,520,531,4,563,567,5,566,562,6,527,518,7,476,468,
6118,1,452,452,2,463,471,3,509,520,4,556,564,5,569,565,6,538,528,7,486,473,
6193,1,456,452,2,457,464,3,497,510,4,548,557,5,570,567,6,548,539,7,497,487,
6268,1,462,455,2,453,459,3,486,496,4,538,547,5,569,566,6,556,547,7,508,498,
6343,1,470,463,2,451,454,3,476,486,4,528,538,5,566,569,6,563,560,7,520,511,
6418,1,479,470,2,451,453,3,468,477,4,516,528,5,561,566,6,567,560,7,531,521,
6493,1,490,479,2,453,453,3,460,469,4,505,516,5,554,561,6,570,567,7,541,530,
6568,1,501,491,2,458,453,3,455,462,4,494,504,5,545,554,6,570,568,7,551,542,
6643,1,512,502,2,465,458,3,452,457,4,483,494,5,535,545,6,569,568,7,558,550,
6718,1,524,513,2,473,465,3,451,455,4,473,483,5,524,534,6,565,568,7,564,558,
6793,1,535,523,2,482,475,3,452,453,4,465,473,5,513,522,6,559,563,7,568,563,
6868,1,545,535,2,493,482,3,455,453,4,458,465,5,501,511,6,551,557,7,570,568,
6943,1,553,545,2,504,495,3,460,454,4,454,457,5,490,498,6,542,549,7,570,568,
7018,1,561,551,2,516,502,3,467,457,4,451,452,5,480,487,6,532,538,7,568,568,
7093,1,566,559,2,527,514,3,476,464,4,451,449,5,470,478,6,520,529,7,563,568,
7168,1,569,563,2,538,524,3,486,471,4,452,449,5,463,468,6,509,518,7,556,564,
7243,1,570,564,2,548,534,3,497,483,4,456,448,5,457,462,6,498,506,7,548,558,
7318,1,569,564,2,556,544,3,508,493,4,462,452,5,453,455,6,487,497,7,539,548,
